work_year,country,region,experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size,years_of_experience
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,115934,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,81666,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,175000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,120000,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,150000,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,120000,US,US,M,8
2023,United States of America,Americas,SE,Research Engineer,200000,US,US,M,6
2023,United States of America,Americas,SE,Research Engineer,175000,US,US,M,6
2023,United States of America,Americas,MI,Data Analyst,206000,US,US,M,5
2023,United States of America,Americas,MI,Data Analyst,130000,US,US,M,4
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Architect,138000,GB,GB,M,8
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Architect,92000,GB,GB,M,6
2023,Colombia,Americas,SE,Data Manager,65000,CO,CO,M,6
2023,Colombia,Americas,SE,Data Manager,48000,CO,CO,M,7
2023,United States of America,Americas,SE,Data Analyst,110000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,75000,US,US,M,8
2023,United States of America,Americas,SE,Analytics Engineer,130000,US,US,M,6
2023,United States of America,Americas,SE,Analytics Engineer,87000,US,US,M,6
2023,United States of America,Americas,MI,Data Analyst,160000,US,US,M,5
2023,United States of America,Americas,MI,Data Analyst,112000,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,162500,US,US,M,4
2023,United States of America,Americas,MI,Data Engineer,130000,US,US,M,4
2023,United States of America,Americas,SE,Data Science Manager,299500,US,US,M,6
2023,United States of America,Americas,SE,Data Science Manager,245100,US,US,M,7
2023,United States of America,Americas,MI,Data Scientist,145000,US,US,M,4
2023,United States of America,Americas,MI,Data Scientist,100000,US,US,M,4
2023,United States of America,Americas,SE,Data Engineer,147100,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,90700,US,US,M,6
2023,United States of America,Americas,EN,Data Engineer,115100,US,US,M,1
2023,United States of America,Americas,EN,Data Engineer,73900,US,US,M,1
2023,United States of America,Americas,SE,Data Engineer,168400,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,105200,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,210000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,160000,US,US,M,7
2023,United States of America,Americas,MI,Data Scientist,145000,US,US,M,3
2023,United States of America,Americas,MI,Data Scientist,100000,US,US,M,5
2023,United States of America,Americas,SE,Applied Scientist,222200,US,US,L,6
2023,United States of America,Americas,SE,Applied Scientist,136000,US,US,L,8
2023,United States of America,Americas,MI,Data Analyst,100000,US,US,M,4
2023,United States of America,Americas,MI,Data Analyst,85000,US,US,M,5
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,85066,GB,GB,M,4
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,57723,GB,GB,M,4
2023,United States of America,Americas,EX,Data Scientist,200000,US,US,M,9
2023,United States of America,Americas,EX,Data Scientist,145000,US,US,M,9
2023,United States of America,Americas,MI,Data Engineer,140000,US,US,M,3
2023,United States of America,Americas,MI,Data Engineer,95000,US,US,M,3
2023,United States of America,Americas,SE,Data Analyst,185000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,120250,US,US,M,7
2023,United States of America,Americas,MI,Financial Data Analyst,130000,US,US,L,4
2023,United States of America,Americas,SE,Data Scientist,205000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,140000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,297300,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,198200,US,US,M,7
2023,United States of America,Americas,SE,Research Scientist,141288,US,US,M,8
2023,United States of America,Americas,SE,Research Scientist,94192,US,US,M,8
2023,United States of America,Americas,SE,Data Infrastructure Engineer,184000,US,US,M,7
2023,United States of America,Americas,SE,Data Infrastructure Engineer,143000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,70000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,55000,US,US,M,8
2023,United States of America,Americas,SE,Analytics Engineer,275300,US,US,M,7
2023,United States of America,Americas,SE,Analytics Engineer,183500,US,US,M,7
2023,United States of America,Americas,MI,Data Analyst,75000,US,US,M,3
2023,United States of America,Americas,MI,Data Analyst,65000,US,US,M,3
2023,United States of America,Americas,MI,ML Engineer,160000,US,US,M,4
2023,United States of America,Americas,MI,ML Engineer,147000,US,US,M,4
2023,United States of America,Americas,SE,Data Architect,149040,US,US,M,8
2023,United States of America,Americas,SE,Data Architect,113900,US,US,M,6
2023,Singapore,Asia,MI,Software Data Engineer,75020,SG,SG,L,4
2023,United States of America,Americas,SE,Data Analyst,180180,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,106020,US,US,M,7
2023,India,Asia,MI,Data Scientist,17022,IN,IN,L,4
2023,India,Asia,EN,AI Programmer,70000,IN,AU,L,1
2023,Sweden,Europe,EN,AI Developer,80000,SE,SE,M,2
2023,India,Asia,MI,Lead Data Analyst,18238,IN,IN,L,4
2023,United States of America,Americas,MI,Machine Learning Engineer,250000,US,US,M,4
2023,United States of America,Americas,MI,Machine Learning Engineer,150000,US,US,M,4
2023,United States of America,Americas,SE,Data Engineer,139500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,109400,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,105000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,70000,US,US,M,7
2023,United States of America,Americas,EX,Data Engineer,210914,US,US,M,10
2023,United States of America,Americas,EX,Data Engineer,116704,US,US,M,9
2023,United States of America,Americas,EN,Research Scientist,150000,US,US,M,1
2023,United States of America,Americas,EN,Research Scientist,100000,US,US,M,1
2023,United States of America,Americas,SE,Data Engineer,146000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,75000,US,US,M,8
2023,United States of America,Americas,EN,Data Analyst,75000,US,US,M,1
2023,United States of America,Americas,EN,Data Analyst,60000,US,US,M,1
2023,United States of America,Americas,MI,Analytics Engineer,185700,US,US,M,4
2023,United States of America,Americas,MI,Analytics Engineer,165000,US,US,M,5
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,130000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,169000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,110600,US,US,M,8
2023,United States of America,Americas,SE,Data Operations Engineer,193000,US,US,M,7
2023,United States of America,Americas,SE,Data Operations Engineer,136850,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,139500,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,109400,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,276000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,178500,US,US,M,6
2023,Spain,Europe,MI,Data Scientist,59020,ES,ES,M,4
2023,Spain,Europe,MI,Data Scientist,48289,ES,ES,M,5
2023,Slovenia,Europe,MI,Data Engineer,75116,SI,SI,M,3
2023,Slovenia,Europe,MI,Data Engineer,48289,SI,SI,M,4
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Machine Learning Engineer,195652,GB,GB,M,7
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Machine Learning Engineer,101228,GB,GB,M,6
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Engineer,136956,GB,GB,M,7
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Engineer,101228,GB,GB,M,8
2023,United States of America,Americas,SE,Data Engineer,252000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,129000,US,US,M,8
2022,United States of America,Americas,SE,BI Developer,130000,US,US,L,8
2021,United States of America,Americas,MI,Data Science Lead,150000,US,US,M,5
2023,United States of America,Americas,SE,Data Engineer,163800,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,126000,US,US,M,8
2023,Canada,Americas,SE,ML Engineer,260000,CA,CA,M,8
2023,Canada,Americas,SE,ML Engineer,110000,CA,CA,M,6
2023,United States of America,Americas,SE,Analytics Engineer,170000,US,US,M,7
2023,United States of America,Americas,SE,Analytics Engineer,130000,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,247500,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,172200,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,239748,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,159832,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,163800,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,126000,US,US,M,6
2023,United States of America,Americas,MI,Data Scientist,128750,US,US,M,4
2023,United States of America,Americas,MI,Data Scientist,106250,US,US,M,5
2023,United States of America,Americas,SE,Data Engineer,252000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,129000,US,US,M,6
2023,United States of America,Americas,SE,Data Science Manager,299500,US,US,M,7
2023,United States of America,Americas,SE,Data Science Manager,245100,US,US,M,7
2023,United States of America,Americas,MI,Data Analytics Manager,155000,US,US,M,5
2023,United States of America,Americas,MI,Data Analytics Manager,140000,US,US,M,5
2023,United States of America,Americas,EX,Data Engineer,167500,US,US,M,9
2023,United States of America,Americas,EX,Data Engineer,106500,US,US,M,9
2023,United States of America,Americas,SE,Data Architect,188500,US,US,M,7
2023,United States of America,Americas,SE,Data Architect,117000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,250000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,138000,US,US,M,8
2023,Canada,Americas,MI,Data Analyst,130000,CA,CA,M,5
2023,Canada,Americas,MI,Data Analyst,100000,CA,CA,M,5
2023,Germany,Europe,SE,Deep Learning Researcher,123405,DE,DE,L,6
2023,United States of America,Americas,SE,Data Engineer,140000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,120000,US,US,M,8
2023,United States of America,Americas,SE,BI Analyst,160000,US,US,M,6
2023,United States of America,Americas,SE,BI Analyst,135000,US,US,M,6
2023,United States of America,Americas,MI,Data Science Manager,104500,US,US,M,5
2023,United States of America,Americas,MI,Data Science Manager,70000,US,US,M,4
2023,United States of America,Americas,MI,Data Science Consultant,90000,US,US,M,4
2023,United States of America,Americas,MI,Data Science Consultant,70000,US,US,M,3
2023,United States of America,Americas,SE,Data Engineer,153600,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,106800,US,US,M,8
2023,United States of America,Americas,EN,Data Engineer,125000,US,US,M,1
2023,United States of America,Americas,EN,Data Engineer,90000,US,US,M,1
2023,United States of America,Americas,MI,Research Scientist,185000,US,US,M,3
2023,United States of America,Americas,MI,Research Scientist,125000,US,US,M,4
2023,United States of America,Americas,SE,Data Analyst,127000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,94000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,210550,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,153300,US,US,M,8
2023,United States of America,Americas,MI,Data Scientist,200000,US,US,M,3
2023,United States of America,Americas,MI,Data Scientist,150000,US,US,M,5
2023,United States of America,Americas,SE,Data Analyst,161500,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,119500,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,175000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,145000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,175000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,148750,US,US,M,8
2023,United States of America,Americas,SE,Data Analytics Specialist,105000,US,US,M,6
2023,United States of America,Americas,SE,Data Analytics Specialist,85000,US,US,M,8
2023,United States of America,Americas,SE,Research Scientist,215000,US,US,M,8
2023,United States of America,Americas,SE,Research Scientist,146300,US,US,M,6
2023,Germany,Europe,EN,AI Developer,214618,DE,DE,L,2
2023,Mexico,Americas,MI,Data Engineer,72000,MX,MX,M,3
2023,Mexico,Americas,MI,Data Engineer,60000,MX,MX,M,3
2023,United States of America,Americas,SE,Machine Learning Engineer,153400,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,122700,US,US,M,6
2023,United States of America,Americas,MI,Data Engineer,260000,US,US,M,4
2023,United States of America,Americas,MI,Data Engineer,175000,US,US,M,5
2023,United States of America,Americas,SE,Data Scientist,186300,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,123900,US,US,M,8
2023,United States of America,Americas,MI,Research Scientist,340000,US,US,M,3
2023,United States of America,Americas,MI,Research Scientist,150000,US,US,M,5
2023,United States of America,Americas,SE,Machine Learning Engineer,153400,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,122700,US,US,M,7
2023,United States of America,Americas,MI,Data Engineer,250000,US,US,M,4
2023,United States of America,Americas,MI,Data Engineer,175000,US,US,M,3
2023,France,Europe,MI,Data Scientist,64385,FR,FR,M,4
2023,United States of America,Americas,SE,Data Analyst,185900,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,121700,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,153600,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,106800,US,US,M,7
2023,Nigeria,Africa,SE,Software Data Engineer,50000,NG,AU,M,6
2023,Uzbekistan,Asia,EN,Data Analyst,100000,UZ,US,L,1
2023,United States of America,Americas,SE,Machine Learning Engineer,247500,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,172200,US,US,M,6
2023,United States of America,Americas,EX,Data Engineer,310000,US,US,M,9
2023,United States of America,Americas,EX,Data Engineer,239000,US,US,M,9
2023,United States of America,Americas,SE,Data Analyst,125000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,110000,US,US,M,8
2023,United States of America,Americas,EN,Data Analyst,150000,US,US,M,2
2023,United States of America,Americas,EN,Data Analyst,100000,US,US,M,1
2023,United States of America,Americas,SE,Data Scientist,149076,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,82365,US,US,M,8
2023,United States of America,Americas,MI,Data Engineer,146000,US,US,M,4
2023,United States of America,Americas,MI,Data Engineer,75000,US,US,M,5
2023,United States of America,Americas,SE,Machine Learning Engineer,139500,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,109400,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,139500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,109400,US,US,M,6
2023,United States of America,Americas,MI,Data Engineer,149600,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,102000,US,US,M,4
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,97218,GB,GB,M,4
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,48609,GB,GB,M,3
2023,United States of America,Americas,SE,Data Engineer,252000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,129000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,95000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,85500,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,185900,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,121700,US,US,M,7
2023,United States of America,Americas,EN,Research Scientist,150000,US,US,M,1
2023,United States of America,Americas,EN,Research Scientist,100000,US,US,M,1
2023,United States of America,Americas,MI,Data Engineer,145000,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,125000,US,US,M,5
2023,United States of America,Americas,MI,Data Scientist,150000,US,US,M,3
2023,United States of America,Americas,MI,Data Scientist,97750,US,US,M,5
2023,United States of America,Americas,SE,Data Scientist,201000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,122000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,252000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,129000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,120000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,75000,US,US,M,8
2023,United States of America,Americas,MI,Data Scientist,116990,US,US,M,3
2023,United States of America,Americas,MI,Data Scientist,82920,US,US,M,4
2023,United States of America,Americas,SE,Data Scientist,185900,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,129300,US,US,M,6
2023,United States of America,Americas,MI,Machine Learning Scientist,200000,US,US,S,4
2023,United States of America,Americas,MI,Machine Learning Scientist,125000,US,US,S,5
2023,United States of America,Americas,SE,Data Scientist,201000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,122000,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,8
2023,United States of America,Americas,SE,Data Manager,155000,US,US,M,8
2023,United States of America,Americas,SE,Data Manager,140000,US,US,M,6
2023,United States of America,Americas,MI,Machine Learning Infrastructure Engineer,205920,US,US,M,4
2023,United States of America,Americas,MI,Machine Learning Infrastructure Engineer,171600,US,US,M,5
2023,United States of America,Americas,SE,Data Engineer,121500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,78000,US,US,M,7
2023,United States of America,Americas,MI,Data Engineer,154000,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,116000,US,US,M,5
2023,United States of America,Americas,SE,Data Scientist,190000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,136000,US,US,M,7
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,78990,GB,GB,M,5
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Analyst,43809,GB,GB,M,5
2023,United States of America,Americas,SE,Data Analyst,180000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,110000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,275300,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,183000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,170000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,140000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,154000,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,116000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,130000,US,US,M,6
2023,United States of America,Americas,MI,Data Engineer,200000,US,US,M,5
2023,United States of America,Americas,MI,Data Engineer,120000,US,US,M,3
2023,United States of America,Americas,SE,Data Scientist,175000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,160000,US,US,M,6
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,127599,GB,GB,M,3
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Data Engineer,103294,GB,GB,M,4
2023,United States of America,Americas,SE,Data Engineer,153600,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,106800,US,US,M,8
2023,United States of America,Americas,EN,Data Analyst,85000,US,US,M,1
2023,United States of America,Americas,EN,Data Analyst,75000,US,US,M,1
2023,United States of America,Americas,SE,Data Scientist,225000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,156400,US,US,M,8
2023,United States of America,Americas,SE,Analytics Engineer,150000,US,US,M,7
2023,United States of America,Americas,SE,Analytics Engineer,120000,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,163800,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,126000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,145000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,90000,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,95000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,85500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,167500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,106500,US,US,M,6
2023,United States of America,Americas,SE,Data Engineer,163800,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,126000,US,US,M,7
2023,United States of America,Americas,MI,Data Analytics Manager,155000,US,US,M,3
2023,United States of America,Americas,MI,Data Analytics Manager,140000,US,US,M,4
2023,United States of America,Americas,SE,Research Scientist,250000,US,US,M,8
2023,United States of America,Americas,SE,Research Scientist,200000,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,260000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,186000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,160000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,130000,US,US,M,7
2023,United States of America,Americas,SE,Research Scientist,200000,US,US,M,6
2023,United States of America,Americas,SE,Research Scientist,150000,US,US,M,7
2023,Spain,Europe,SE,Data Scientist,48289,ES,ES,M,6
2023,Spain,Europe,SE,Data Scientist,38631,ES,ES,M,6
2023,United States of America,Americas,SE,Data Scientist,150000,US,US,M,8
2023,United States of America,Americas,SE,Data Scientist,120000,US,US,M,6
2023,India,Asia,EN,Data Analyst,30000,IN,IN,M,2
2023,United States of America,Americas,MI,Research Scientist,185000,US,US,M,5
2023,United States of America,Americas,MI,Research Scientist,125000,US,US,M,3
2022,United States of America,Americas,EN,Data Analyst,34320,US,US,S,1
2022,Brazil,Americas,MI,Business Data Analyst,9289,BR,BR,M,4
2023,Portugal,Europe,SE,Head of Data,75116,PT,PT,L,6
2022,Uzbekistan,Asia,EX,Data Science Manager,106000,UZ,RU,L,10
2023,United States of America,Americas,SE,Data Analyst,175000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,130000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,122000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,93800,US,US,M,7
2023,Mexico,Americas,SE,Data Science Manager,150000,MX,MX,M,7
2023,Mexico,Americas,SE,Data Science Manager,90000,MX,MX,M,6
2023,United States of America,Americas,SE,Data Analyst,165000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,112000,US,US,M,6
2023,United States of America,Americas,EN,Computer Vision Engineer,220000,US,US,M,2
2023,Germany,Europe,SE,BI Data Analyst,71897,DE,DE,M,8
2023,Germany,Europe,EN,AI Developer,64385,DE,DE,M,2
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,7
2023,India,Asia,SE,Data Analyst,15806,IN,IN,S,6
2023,United States of America,Americas,MI,Machine Learning Engineer,200000,US,US,M,5
2023,United States of America,Americas,MI,Machine Learning Engineer,175000,US,US,M,4
2023,United States of America,Americas,SE,Data Engineer,185900,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,129300,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,185900,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,121700,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,204500,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,142200,US,US,M,7
2023,France,Europe,MI,Data Scientist,40000,FR,FR,L,3
2023,Thailand,Asia,SE,Data Science Consultant,29453,TH,TH,M,8
2023,United States of America,Americas,SE,Data Analyst,180180,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,106020,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,136000,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,104000,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,125000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,110000,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,153400,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,122700,US,US,M,8
2023,United States of America,Americas,EX,Data Engineer,310000,US,US,M,10
2023,United States of America,Americas,EX,Data Engineer,239000,US,US,M,10
2023,United States of America,Americas,SE,Data Analyst,152380,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,121904,US,US,M,7
2023,United States of America,Americas,SE,Data Scientist,185900,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,129300,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,247500,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Engineer,172200,US,US,M,7
2023,United States of America,Americas,SE,Data Architect,168400,US,US,M,8
2023,United States of America,Americas,SE,Data Architect,105200,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,128280,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,106900,US,US,M,6
2022,United States of America,Americas,SE,Lead Data Scientist,192000,US,US,L,6
2023,United States of America,Americas,MI,Data Engineer,140000,US,US,M,3
2023,United States of America,Americas,MI,Data Engineer,100000,US,US,M,5
2023,Germany,Europe,SE,Research Engineer,107309,DE,DE,S,7
2023,Germany,Europe,SE,Research Engineer,85847,DE,DE,S,8
2023,Germany,Europe,SE,Machine Learning Engineer,275000,DE,DE,M,8
2023,Germany,Europe,SE,Machine Learning Engineer,174000,DE,DE,M,6
2023,United States of America,Americas,SE,Data Engineer,139500,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,109400,US,US,M,8
2023,United States of America,Americas,SE,Machine Learning Engineer,139500,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Engineer,109400,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,170500,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,85000,US,US,M,7
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Manager,72946,GB,GB,M,6
2023,United Kingdom of Great Britain and Northern Ireland,Europe,SE,Data Manager,54365,GB,GB,M,8
2023,United Kingdom of Great Britain and Northern Ireland,Europe,EX,Head of Data Science,160288,GB,GB,M,10
2023,United Kingdom of Great Britain and Northern Ireland,Europe,EX,Head of Data Science,127467,GB,GB,M,10
2023,United States of America,Americas,SE,Data Engineer,80000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,65000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,124740,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,65488,US,US,M,8
2023,United States of America,Americas,SE,Data Quality Analyst,72200,US,US,M,7
2023,United States of America,Americas,SE,Data Quality Analyst,64980,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,153600,US,US,M,7
2023,United States of America,Americas,SE,Data Engineer,106800,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,179975,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,86466,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,120000,US,US,M,8
2023,United States of America,Americas,SE,Data Engineer,90000,US,US,M,8
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Insight Analyst,51039,GB,GB,M,3
2023,United Kingdom of Great Britain and Northern Ireland,Europe,MI,Insight Analyst,42533,GB,GB,M,3
2023,United States of America,Americas,SE,Data Scientist,149076,US,US,M,6
2023,United States of America,Americas,SE,Data Scientist,82365,US,US,M,6
2023,United States of America,Americas,SE,Data Analyst,169000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,110600,US,US,M,7
2023,United States of America,Americas,SE,Data Science Manager,175000,US,US,M,8
2023,United States of America,Americas,SE,Data Science Manager,120000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,230000,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,180000,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,153600,US,US,M,7
2023,United States of America,Americas,SE,Data Analyst,106800,US,US,M,8
2023,United States of America,Americas,SE,Data Manager,140000,US,US,M,8
2023,United States of America,Americas,SE,Data Manager,120000,US,US,M,7
2023,United States of America,Americas,SE,Machine Learning Infrastructure Engineer,205920,US,US,M,6
2023,United States of America,Americas,SE,Machine Learning Infrastructure Engineer,171600,US,US,M,8
2023,United States of America,Americas,SE,Data Analyst,165000,US,US,M,6
